,uname,label,catmaid_names,type,side,neurotransmitter,locality,neuropil,source,skid
694,PMN_18418512,A06l-a1l-(Saaghi-1),A06l_a1l (Saaghi-1),PMN,unknown,GABA,unknown,unknown,"Heckscher2015,Zarin2019,Dombrovski2019,Fushiki2016",18418512
695,PMN_5690362,A10a-a1r-Chair-1,A10a_a1r Chair-1,PMN,unknown,unknown,unknown,unknown,"Jovanic2018,Ohyama2015,Gerhard2017,Jovanic2019,Zarin2019",5690362
696,PMN_6535161,A10a-a1l-Chair-1,A10a_a1l Chair-1,PMN,unknown,unknown,unknown,unknown,"Jovanic2018,Zarin2019,Gerhard2017,Ohyama2015,Jovanic2019",6535161
697,PMN_14866842,A02g-a1l,A02g_a1l,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Burgos2018,Dombrovski2019,Zarin2019",14866842
698,PMN_12468812,A09l-a1l-(Down-and-back-1),A09l_a1l (Down-and-back-1),PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Burgos2018,Gerhard2017,Zarin2019",12468812
699,PMN_14858626,A02e-a1r,A02e_a1r,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Burgos2018,Zarin2019",14858626
700,PMN_7992966,A02e-a1l,A02e_a1l,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Burgos2018,Zarin2019,Dombrovski2019",7992966
701,Motor_4102728,MN22/23-(RF:LT2/LT3)-LT1-a1r,MN22/23 (RF:LT2/LT3) LT1_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Burgos2018,Zwart2016,Zarin2019,Heckscher2015",4102728
702,PMN_6578062,A02b-a1l,A02b_a1l,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Dombrovski2019,Zarin2019",6578062
703,PMN_6570401,a03d/e-a1l,a03d/e_a1l,PMN,unknown,acetylcholine,unknown,unknown,"Kohsaka2019,Dombrovski2019,Zarin2019",6570401
704,PMN_4113533,A01c1-a1l,A01c1_a1l,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Dombrovski2019,Zarin2019,Zwart2016",4113533
705,PMN_4990880,A05k-a1l,A05k_a1l,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Fushiki2016,Zarin2019",4990880
706,PMN_10053304,A05k-a1r,A05k_a1r,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Fushiki2016,Zarin2019",10053304
707,PMN_4102844,A09l-a1r-(Down-and-back-1),A09l_a1r (Down-and-back-1),PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Gerhard2017,Zarin2019,Burgos2018",4102844
708,Motor_4488976,MN1-aCC-a1r,MN1 aCC_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Heckscher2015,Zarin2019",4488976
709,Motor_4101976,MN27-(SN-MN-VA2)-a1r,MN27 (SN MN VA2)_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Heckscher2015,Zarin2019",4101976
710,PMN_14826752,A01d3-t3l-(T01d3),A01d3_t3l (T01d3),PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019",14826752
711,PMN_4731383,A01d3-t3r-(T01d3),A01d3_t3r (T01d3),PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019",4731383
712,PMN_15233041,A02b-a1r,A02b_a1r,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Zarin2019",15233041
713,PMN_14866379,A02h-a1r,A02h_a1r,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Zarin2019",14866379
714,PMN_5057361,A02i-a1r,A02i_a1r,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Zarin2019",5057361
715,PMN_8263821,a03d/e-a1r,a03d/e_a1r,PMN,unknown,acetylcholine,unknown,unknown,"Kohsaka2019,Zarin2019",8263821
716,PMN_13331383,A07f2-a1l-(marathon),A07f2_a1l (marathon),PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019",13331383
717,PMN_4725907,A07f2-a1r-(marathon),A07f2_a1r (marathon),PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019",4725907
718,PMN_18425292,A18b2-a1l,A18b2_a1l,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019",18425292
719,PMN_4070588,A18b2-a1r,A18b2_a1r,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019",4070588
720,PMN_15571023,A31k-a1l,A31k_a1l,PMN,unknown,GABA,unknown,unknown,"Kohsaka2019,Zarin2019",15571023
721,PMN_12944478,A31k-a1r,A31k_a1r,PMN,unknown,GABA,unknown,unknown,"Kohsaka2019,Zarin2019",12944478
722,PMN_7867016,PMN,DLN2_a1l,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019",7867016
723,PMN_15094230,PMN,DLN2_a1r,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019",15094230
724,PMN_12820178,A02h-a1l,A02h_a1l,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Zarin2019,Dombrovski2019",12820178
725,PMN_2798040,A02i-a1l,A02i_a1l,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Zarin2019,Dombrovski2019",2798040
726,PMN_8688631,A03a4-a1l,A03a4_a1l,PMN,unknown,acetylcholine,unknown,unknown,"Kohsaka2019,Zarin2019,Dombrovski2019,Zwart2016",8688631
727,Motor_14047760,MN10-U2-a1r,MN10 U2_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019,Heckscher2015",14047760
728,Motor_10013402,MN11-(ISN-NB3-2)-a1r,MN11 (ISN NB3-2)_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019,Heckscher2015",10013402
729,Motor_6970942,MN18-(ISN-DT1)-a1r,MN18 (ISN DT1)_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019,Heckscher2015",6970942
730,Motor_14045854,MN3-(ISN-U4-DA3-NB7-1?)-a1r,MN3 (ISN U4 DA3 NB7-1?)_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019,Heckscher2015",14045854
731,Motor_14047554,MN9-U1-a1r,MN9 U1_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019,Heckscher2015",14047554
732,Motor_4535767,MN5-LO1-a1r,MN5 LO1_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019,Heckscher2015,Zwart2016",4535767
733,Motor_14194234,MN30-RP4-a1l,MN30 RP4_a1l,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019,Takagi2017,Heckscher2015",14194234
734,PMN_4538681,A03a3-t3r-(was-T03a1),A03a3_t3r (was T03a1),PMN,unknown,acetylcholine,unknown,unknown,"Kohsaka2019,Zarin2019,Zwart2016",4538681
735,PMN_4543281,A03a4-a1r,A03a4_a1r,PMN,unknown,acetylcholine,unknown,unknown,"Kohsaka2019,Zarin2019,Zwart2016",4543281
736,PMN_5309932,A03g-a1l,A03g_a1l,PMN,unknown,acetylcholine,unknown,unknown,"Kohsaka2019,Zarin2019,Zwart2016,Burgos2018",5309932
737,Motor_4881629,MN8-(RF:SBM)-LT3-a1r,MN8 (RF:SBM) LT3_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Zarin2019,Zwart2016,Heckscher2015",4881629
738,PMN_10855206,A03g-a1r,A03g_a1r,PMN,unknown,acetylcholine,unknown,unknown,"Kohsaka2019,Zwart2016,Burgos2018,Zarin2019",10855206
739,PMN_4113612,A27k-a2r,A27k_a2r,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zwart2016,Carreira-Rosario2018,Zarin2019,Fushiki2016",4113612
740,PMN_4071032,A02f-a1l,A02f_a1l,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Zwart2016,Dombrovski2019,Zarin2019",4071032
741,PMN_4038808,A27k-a2l,A27k_a2l,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zwart2016,Fushiki2016,Carreira-Rosario2018,Zarin2019",4038808
742,PMN_16226512,A01c2-a1r-(ipsi-dendrite),A01c2_a1r (ipsi_dendrite),PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zwart2016,Zarin2019",16226512
743,PMN_12953345,A02f-a1r,A02f_a1r,PMN,unknown,glutamate,unknown,unknown,"Kohsaka2019,Zwart2016,Zarin2019",12953345
744,PMN_14242929,A03a3-t3l-(was-T03a1),A03a3_t3l (was T03a1),PMN,unknown,acetylcholine,unknown,unknown,"Kohsaka2019,Zwart2016,Zarin2019",14242929
745,PMN_5078760,A18j-a1l,A18j_a1l,PMN,unknown,acetylcholine,unknown,unknown,"Kohsaka2019,Zwart2016,Zarin2019",5078760
746,PMN_16690920,A18j-a1r,A18j_a1r,PMN,unknown,acetylcholine,unknown,unknown,"Kohsaka2019,Zwart2016,Zarin2019",16690920
747,PMN_4538738,A23a-a1l,A23a_a1l,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zwart2016,Zarin2019",4538738
748,PMN_4729046,A23a-a1r,A23a_a1r,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zwart2016,Zarin2019",4729046
749,PMN_4936149,A01c1-a1r,A01c1_a1r,PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zwart2016,Zarin2019,Burgos2018",4936149
750,PMN_5084467,A01c2-a1l-(ipsi-dendrite),A01c2_a1l (ipsi_dendrite),PMN,unknown,unknown,unknown,unknown,"Kohsaka2019,Zwart2016,Zarin2019,Dombrovski2019,Burgos2018",5084467
751,Motor_4121534,MN23/24-(RF:-LT3/LT4)-LT4-a1r,MN23/24 (RF: LT3/LT4) LT4_a1r,Motor,unknown,unknown,unknown,unknown,"Kohsaka2019,Zwart2016,Zarin2019,Heckscher2015",4121534
752,5th-LaN_7952981,5th-LaN,5thLN;left,VPN,left,acetylcholine,output,LON,Larderet2017,7952981
753,5th-LaN_8717219,5th-LaN,5thLN;right,VPN,right,acetylcholine,output,LON,Larderet2017,8717219
754,AnlagenCell_2208920,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,2208920
755,AnlagenCell_7940800,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,7940800
756,AnlagenCell_8337623,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8337623
757,AnlagenCell_8353473,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8353473
758,AnlagenCell_8358800,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8358800
759,AnlagenCell_8362221,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8362221
760,AnlagenCell_8448457,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8448457
761,AnlagenCell_8448464,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8448464
762,AnlagenCell_8448477,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8448477
763,AnlagenCell_8448568,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8448568
764,AnlagenCell_8448796,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8448796
765,AnlagenCell_8448809,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8448809
766,AnlagenCell_8449457,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8449457
767,AnlagenCell_8449478,AnlagenCell,anlagen cell_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8449478
768,AnlagenCell_1816102,AnlagenCell,anlagen cell_right,AnlagenCell,right,unknown,local,LON,Larderet2017,1816102
769,AnlagenCell_8432028,AnlagenCell,anlagen cell_right,AnlagenCell,right,unknown,local,LON,Larderet2017,8432028
770,AnlagenCell_8470256,AnlagenCell,anlagen cell_right,AnlagenCell,right,unknown,local,LON,Larderet2017,8470256
771,AnlagenCell_8361378,AnlagenCell,anlagen cell-older_left,AnlagenCell,left,unknown,local,LON,Larderet2017,8361378
772,cha-lOLP_17414715,cha-lOLP,ChalOLP;left,cha-lOLP,left,acetylcholine,output,LON,Larderet2017,17414715
773,cha-lOLP_8247641,cha-lOLP,ChalOLP;right,cha-lOLP,right,acetylcholine,output,LON,Larderet2017,8247641
774,glu-lOLP_8700125,glu-lOLP,GlulOLP;left,glu-lOLP,left,glutamate,output,LON,Larderet2017,8700125
775,glu-lOLP_7897051,glu-lOLP,GlulOLP;right,glu-lOLP,right,glutamate,output,LON,Larderet2017,7897051
776,Pdf-LaN1_9927082,Pdf-LaN1,LN1;left,VPN,left,Pdf-neuropeptide,output,LON,Larderet2017,9927082
777,Pdf-LaN1_7874184,Pdf-LaN1,LN1;right,VPN,right,Pdf-neuropeptide,output,LON,Larderet2017,7874184
778,Pdf-LaN1_2204467,Pdf-LaN1,LN2;left,VPN,left,Pdf-neuropeptide,output,LON,Larderet2017,2204467
779,Pdf-LaN2_2512602,Pdf-LaN2,LN2;right,VPN,right,Pdf-neuropeptide,output,LON,Larderet2017,2512602
780,Pdf-LaN3_8118929,Pdf-LaN3,LN3;left,VPN,left,Pdf-neuropeptide,output,LON,Larderet2017,8118929
781,Pdf-LaN3_2775943,Pdf-LaN3,LN3;right,VPN,right,Pdf-neuropeptide,output,LON,Larderet2017,2775943
782,Pdf-LaN4_16087799,Pdf-LaN4,LN4;left,VPN,left,Pdf-neuropeptide,output,LON,Larderet2017,16087799
783,Pdf-LaN4_2775707,Pdf-LaN4,LN4;right,VPN,right,Pdf-neuropeptide,output,LON,Larderet2017,2775707
784,Tiny-VLN_7694589,Tiny-VLN,LONI;left,Tiny-VLN,left,unknown,output,LON,Larderet2017,7694589
785,Tiny-VLN_8271034,Tiny-VLN,LONI;right,Tiny-VLN,right,unknown,output,LON,Larderet2017,8271034
786,nc-LaN2_8340950,nc-LaN2,nc2;left,VPN,left,acetylcholine,output,LON,Larderet2017,8340950
787,nc-LaN2_8270683,nc-LaN2,nc2;right,VPN,right,acetylcholine,output,LON,Larderet2017,8270683
788,OLP_8480418,OLP4,OLP4;right,VPN,right,unknown,local,LON,Larderet2017,8480418
789,pOLP_9940382,pOLP,pOLP;left,VPN,left,acetylcholine,output,LON,Larderet2017,9940382
790,pOLP_8124177,pOLP,pOLP;right,VPN,right,acetylcholine,output,LON,Larderet2017,8124177
791,PVL09_9567051,PVL09,PVL09 left,VPN,left,acetylcholine,output,LON,Larderet2017,9567051
792,PVL09_9539868,PVL09,PVL09 right,VPN,right,acetylcholine,output,LON,Larderet2017,9539868
793,Rh5PR_7480731,Rh5PR,Rh5PR-1;left,PR,left,acetylcholine,input,LON,Larderet2017,7480731
794,Rh5PR_766246,Rh5PR,Rh5PR-1;right,PR,right,acetylcholine,input,LON,Larderet2017,766246
795,Rh5PR_2216187,Rh5PR,Rh5PR-2;left,PR,left,acetylcholine,input,LON,Larderet2017,2216187
796,Rh5PR_902877,Rh5PR,Rh5PR-2;right,PR,right,acetylcholine,input,LON,Larderet2017,902877
797,Rh5PR_7483922,Rh5PR,Rh5PR-3;left,PR,left,acetylcholine,input,LON,Larderet2017,7483922
798,Rh5PR_7485368,Rh5PR,Rh5PR-3;right,PR,right,acetylcholine,input,LON,Larderet2017,7485368
799,Rh5PR_2209091,Rh5PR,Rh5PR-4;left,PR,left,acetylcholine,input,LON,Larderet2017,2209091
800,Rh5PR_2552701,Rh5PR,Rh5PR-4;right,PR,right,acetylcholine,input,LON,Larderet2017,2552701
801,Rh5PR_7568455,Rh5PR,Rh5PR-5;right,PR,right,acetylcholine,input,LON,Larderet2017,7568455
802,Rh5PR_7778722,Rh5PR,Rh5PR-6;right,PR,right,acetylcholine,input,LON,Larderet2017,7778722
803,Rh6PR_2216445,Rh6PR,Rh6PR-1;left,PR,left,acetylcholine,input,LON,Larderet2017,2216445
804,Rh6PR_900032,Rh6PR,Rh6PR-1;right,PR,right,acetylcholine,input,LON,Larderet2017,900032
805,Rh6PR_8447845,Rh6PR,Rh6PR-10;right,PR,right,acetylcholine,input,LON,Larderet2017,8447845
806,Rh6PR_2200028,Rh6PR,Rh6PR-2;left,PR,left,acetylcholine,input,LON,Larderet2017,2200028
807,Rh6PR_7555204,Rh6PR,Rh6PR-2;right,PR,right,acetylcholine,input,LON,Larderet2017,7555204
808,Rh6PR_2206279,Rh6PR,Rh6PR-3;left,PR,left,acetylcholine,input,LON,Larderet2017,2206279
809,Rh6PR_902038,Rh6PR,Rh6PR-3;right,PR,right,acetylcholine,input,LON,Larderet2017,902038
810,Rh6PR_2215447,Rh6PR,Rh6PR-4;left,PR,left,acetylcholine,input,LON,Larderet2017,2215447
811,Rh6PR_1856512,Rh6PR,Rh6PR-4;right,PR,right,acetylcholine,input,LON,Larderet2017,1856512
812,Rh6PR_10241716,Rh6PR,Rh6PR-5;left,PR,left,acetylcholine,input,LON,Larderet2017,10241716
813,Rh6PR_2544902,Rh6PR,Rh6PR-5;right,PR,right,acetylcholine,input,LON,Larderet2017,2544902
814,Rh6PR_2216131,Rh6PR,Rh6PR-6;left,PR,left,acetylcholine,input,LON,Larderet2017,2216131
815,Rh6PR_2532841,Rh6PR,Rh6PR-6;right,PR,right,acetylcholine,input,LON,Larderet2017,2532841
816,Rh6PR_2215247,Rh6PR,Rh6PR-7;left,PR,left,acetylcholine,input,LON,Larderet2017,2215247
817,Rh6PR_7566199,Rh6PR,Rh6PR-7;right,PR,right,acetylcholine,input,LON,Larderet2017,7566199
818,Rh6PR_2215622,Rh6PR,Rh6PR-8;left,PR,left,acetylcholine,input,LON,Larderet2017,2215622
819,Rh6PR_946481,Rh6PR,Rh6PR-8;right,PR,right,acetylcholine,input,LON,Larderet2017,946481
820,Rh6PR_37365,Rh6PR,Rh6PR-9;left,PR,left,acetylcholine,input,LON,Larderet2017,37365
821,Rh6PR_16267292,Rh6PR,Rh6PR-9;right,PR,right,acetylcholine,input,LON,Larderet2017,16267292
822,nc-LaN1_8111135,nc-LaN1,nc1;left,VPN,left,acetylcholine,output,LON,"Larderet2017,Eichler2017,Miroschnikow2018",8111135
823,LHN_6133702,AF6,AF6 right - ASB TODO 1.1,LHN,right,unknown,local,LH,Miroschnikow2018,6133702
824,LHN_3946364,AF6,AF6: Munin Output left,LHN,unknown,unknown,unknown,unknown,Miroschnikow2018,3946364
825,PMN_882339,AN-R-motor-06,AN-R-motor-06,PMN,left,unknown,unknown,unknown,Miroschnikow2018,882339
826,PMN_1218587,AN-R-motor-08,AN-R-motor-08,PMN,left,unknown,unknown,unknown,Miroschnikow2018,1218587
827,PMN_875613,AN-R-motor-09,AN-R-motor-09,PMN,left,unknown,unknown,unknown,Miroschnikow2018,875613
828,PMN_3340561,AN-R-motor-10,AN-R-motor-10,PMN,left,unknown,unknown,unknown,Miroschnikow2018,3340561
829,PMN_910064,AN-R-motor-11,AN-R-motor-11,PMN,left,unknown,unknown,unknown,Miroschnikow2018,910064
830,PMN_873148,AN-R-motor-13,AN-R-motor-13,PMN,left,unknown,unknown,unknown,Miroschnikow2018,873148
831,PMN_855719,AN-R-motor-14,AN-R-motor-14,PMN,left,unknown,unknown,unknown,Miroschnikow2018,855719
832,PMN_853526,AN-R-motor-15,AN-R-motor-15,PMN,left,unknown,unknown,unknown,Miroschnikow2018,853526
833,PMN_873782,AN-R-motor-16,AN-R-motor-16,PMN,left,unknown,unknown,unknown,Miroschnikow2018,873782
834,MB2ON_255222,MB2ON,AX ; SEZ-IN-A03-left,MB2ON,left,unknown,unknown,unknown,Miroschnikow2018,255222
835,MB2ON_17718177,MB2ON,AX ; SEZ-IN-A03-right,MB2ON,right,unknown,unknown,unknown,Miroschnikow2018,17718177
836,MB2ON_14812545,MB2ON,Bashful_left,MB2ON,left,unknown,unknown,unknown,Miroschnikow2018,14812545
837,MB2ON_9455885,MB2ON,Bashful_right,MB2ON,right,unknown,unknown,unknown,Miroschnikow2018,9455885
838,MB2ON_11642879,MB2ON-BD,BD ; Left,MB2ON,left,unknown,unknown,unknown,Miroschnikow2018,11642879
839,MB2ON_9801441,MB2ON-BE,BE ;  Right,MB2ON,right,unknown,unknown,unknown,Miroschnikow2018,9801441
840,MB2ON_7571966,MB2ON,CPe contralateral descending right; CPe3/pep asc cand Right; CP1 d 4,MB2ON,right,unknown,unknown,unknown,Miroschnikow2018,7571966
841,MB2ON_8438283,MB2ON,Dopey_left,MB2ON,left,unknown,unknown,unknown,Miroschnikow2018,8438283
842,MB2ON_13142932,MB2ON,Dopey_right,MB2ON,right,unknown,unknown,unknown,Miroschnikow2018,13142932
843,LHON_8238322,LH-bilateral-axon-1,LH bilateral axon 1_left; BLVa12 b 2,LHON,left,unknown,output,LH,Miroschnikow2018,8238322
844,LHON_11210000,LH-bilateral-axon-1,LH bilateral axon 1_right; BLVa12 b 2,LHON,right,unknown,output,LH,Miroschnikow2018,11210000
845,LN_5448622,MN-R-Sens-B1-ACpl-01,MN-R-Sens-B1-ACpl-01,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,5448622
846,LN_15594123,MN-R-Sens-B1-VM-02,MN-R-Sens-B1-VM-02,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15594123
847,LN_15638742,MN-R-Sens-B1-VM-03,MN-R-Sens-B1-VM-03,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15638742
848,LN_15743905,MN-R-Sens-B1-VM-04,MN-R-Sens-B1-VM-04,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15743905
849,LN_15671481,MN-R-Sens-B1-VM-05,MN-R-Sens-B1-VM-05,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15671481
850,LN_15609427,MN-R-Sens-B2-?-00,MN-R-Sens-B2-?-00,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15609427
851,LN_15652529,MN-R-Sens-B2-ACp-01,MN-R-Sens-B2-ACp-01,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15652529
852,LN_15556868,MN-R-Sens-B2-ACp-02,MN-R-Sens-B2-ACp-02,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15556868
853,LN_15736147,MN-R-Sens-B2-ACp-03,MN-R-Sens-B2-ACp-03,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15736147
854,LN_16341399,MN-R-Sens-B2-ACp-04,MN-R-Sens-B2-ACp-04,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,16341399
855,LN_15615589,MN-R-Sens-B2-ACp-05,MN-R-Sens-B2-ACp-05,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15615589
856,LN_15589362,MN-R-Sens-B2-ACp-06,MN-R-Sens-B2-ACp-06,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15589362
857,LN_15653432,MN-R-Sens-B2-ACp-07,MN-R-Sens-B2-ACp-07,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15653432
858,LN_15595607,MN-R-Sens-B2-ACp-08,MN-R-Sens-B2-ACp-08,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15595607
859,LN_15615042,MN-R-Sens-B2-ACp-09,MN-R-Sens-B2-ACp-09,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15615042
860,LN_18625446,MN-R-Sens-B2-ACp-10,MN-R-Sens-B2-ACp-10,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,18625446
861,LN_15556081,MN-R-Sens-B2-ACp-11,MN-R-Sens-B2-ACp-11,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15556081
862,LN_15588691,MN-R-Sens-B2-ACp-12,MN-R-Sens-B2-ACp-12,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15588691
863,LN_3071301,MN-R-Sens-B2-ACp-13,MN-R-Sens-B2-ACp-13,LN,left,unknown,unknown,unknown,Miroschnikow2018,3071301
864,LN_12253020,MN-R-Sens-B2-ACp-14,MN-R-Sens-B2-ACp-14,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,12253020
865,LN_15595823,MN-R-Sens-B2-ACp-15,MN-R-Sens-B2-ACp-15,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15595823
866,LN_15615081,MN-R-Sens-B2-ACp-16,MN-R-Sens-B2-ACp-16,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15615081
867,LN_15609885,MN-R-Sens-B2-ACp-17,MN-R-Sens-B2-ACp-17,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15609885
868,LN_10934438,MN-R-Sens-B2-ACp-18,MN-R-Sens-B2-ACp-18,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,10934438
869,LN_15653288,MN-R-Sens-B2-ACp-19,MN-R-Sens-B2-ACp-19,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15653288
870,LN_15588800,MN-R-Sens-B2-ACp-20,MN-R-Sens-B2-ACp-20,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15588800
871,LN_15589411,MN-R-Sens-B2-ACp-21,MN-R-Sens-B2-ACp-21,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15589411
872,LN_15651438,MN-R-Sens-B2-ACp-22,MN-R-Sens-B2-ACp-22,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15651438
873,LN_15595950,MN-R-Sens-B2-ACpl-01-(Awesome-MN-sensory-2),MN-R-Sens-B2-ACpl-01 (Awesome MN sensory 2),LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15595950
874,LN_15746421,MN-R-Sens-B2-ACpl-02-(Awesome-MN-sensory-1),MN-R-Sens-B2-ACpl-02 (Awesome MN sensory 1),LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15746421
875,LN_15615776,MN-R-Sens-B2-ACpl-03,MN-R-Sens-B2-ACpl-03,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15615776
876,LN_15658013,MN-R-Sens-B2-AVp-01,MN-R-Sens-B2-AVp-01,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15658013
877,LN_8810739,MN-R-Sens-B2-AVp-02,MN-R-Sens-B2-AVp-02,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,8810739
878,LN_15653927,MN-R-Sens-B2-VM-01,MN-R-Sens-B2-VM-01,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15653927
879,LN_15611791,MN-R-Sens-B2-VM-02,MN-R-Sens-B2-VM-02,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15611791
880,LN_15629355,MN-R-Sens-B2-VM-03,MN-R-Sens-B2-VM-03,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15629355
881,LN_15606918,MN-R-Sens-B2-VM-04,MN-R-Sens-B2-VM-04,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15606918
882,LN_15656435,MN-R-Sens-B2-VM-05,MN-R-Sens-B2-VM-05,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15656435
883,LN_15617459,MN-R-Sens-B2-VM-06,MN-R-Sens-B2-VM-06,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15617459
884,LN_15607180,MN-R-Sens-B2-VM-07,MN-R-Sens-B2-VM-07,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15607180
885,LN_15610387,MN-R-Sens-B2-VM-08,MN-R-Sens-B2-VM-08,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15610387
886,LN_15611642,MN-R-Sens-B2-VM-09,MN-R-Sens-B2-VM-09,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15611642
